act_symbol,date,period,sales,cost_of_goods,gross_profit,selling_administrative_depreciation_amortization_expenses,income_after_depreciation_and_amortization,non_operating_income,interest_expense,pretax_income,income_taxes,minority_interest,investment_gains,other_income,income_from_continuing_operations,extras_and_discontinued_operations,net_income,income_before_depreciation_and_amortization,depreciation_and_amortization,average_shares,diluted_eps_before_non_recurring_items,diluted_net_eps
AAPL,2017-03-31,Quarter,52896000000,32305000000,20591000000,6494000000,14097000000,587000000,0,14684000000,3655000000,0,0,0,11029000000,0,11029000000,,,5261690000,2.10,2.10
AAPL,2017-06-30,Quarter,45408000000,27920000000,17488000000,6720000000,10768000000,540000000,0,11308000000,2591000000,0,0,0,8717000000,0,8717000000,,,5233500000,1.67,1.67
AAPL,2017-09-30,Quarter,52579000000,32648000000,19931000000,6811000000,13120000000,797000000,0,13917000000,3203000000,0,0,0,10714000000,0,10714000000,,,5183590000,2.07,2.08
AAPL,2017-09-30,Year,229234000000,141048000000,88186000000,26842000000,61344000000,2745000000,0,64089000000,15738000000,0,0,0,48351000000,0,48351000000,71501000000,10157000000,21006770000,2.30,2.30
AAPL,2017-12-31,Quarter,88293000000,54381000000,33912000000,7638000000,26274000000,756000000,0,27030000000,6965000000,0,0,0,20065000000,0,20065000000,,,5157790000,3.89,3.89
AAPL,2018-03-31,Quarter,61137000000,37715000000,23422000000,7528000000,15894000000,274000000,0,16168000000,2346000000,0,0,0,13822000000,0,13822000000,,,5068490000,2.73,2.73
AAPL,2018-06-30,Quarter,53265000000,32844000000,20421000000,7809000000,12612000000,672000000,0,13284000000,1765000000,0,0,0,11519000000,0,11519000000,,,4926610000,2.34,2.34
AAPL,2018-09-30,Quarter,62900000000,38816000000,24084000000,7966000000,16118000000,303000000,0,16421000000,2296000000,0,0,0,14125000000,0,14125000000,,,4847550000,2.91,2.95
AAPL,2018-09-30,Year,265595000000,163756000000,101839000000,30941000000,70898000000,2005000000,0,72903000000,13372000000,0,0,0,59531000000,0,59531000000,81801000000,10903000000,20000440000,2.98,2.98
AAPL,2018-12-31,Quarter,84310000000,52279000000,32031000000,8685000000,23346000000,560000000,0,23906000000,3941000000,0,0,0,19965000000,0,19965000000,,,4773250000,4.18,4.18
AAPL,2019-03-31,Quarter,58015000000,36194000000,21821000000,8406000000,13415000000,378000000,0,13793000000,2232000000,0,0,0,11561000000,0,11561000000,,,4700650000,2.46,2.46
AAPL,2019-06-30,Quarter,53809000000,33582000000,20227000000,8683000000,11544000000,367000000,0,11911000000,1867000000,0,0,0,10044000000,0,10044000000,,,4601380000,2.18,2.18
AAPL,2019-09-30,Quarter,64040000000,39727000000,24313000000,8688000000,15625000000,502000000,0,16127000000,2441000000,0,0,0,13686000000,0,13686000000,,,4520370000,3.03,3.07
AAPL,2019-09-30,Year,260174000000,161782000000,98392000000,34462000000,63930000000,1807000000,0,65737000000,10481000000,0,0,0,55256000000,0,55256000000,76477000000,12547000000,18595650000,2.97,2.97
AAPL,2019-12-31,Quarter,91819000000,56602000000,35217000000,9648000000,25569000000,349000000,0,25918000000,3682000000,0,0,0,22236000000,0,22236000000,,,17818420000,1.25,1.25
AAPL,2020-03-31,Quarter,58313000000,35943000000,22370000000,9517000000,12853000000,282000000,0,13135000000,1886000000,0,0,0,11249000000,0,11249000000,,,17618760000,0.64,0.64
AAPL,2020-06-30,Quarter,59685000000,37005000000,22680000000,9589000000,13091000000,46000000,0,13137000000,1884000000,0,0,0,11253000000,0,11253000000,,,17419150000,0.65,0.65
AAPL,2020-09-30,Quarter,64698000000,40009000000,24689000000,9914000000,14775000000,126000000,0,14901000000,2228000000,0,0,0,12673000000,0,12673000000,,,17256520000,0.73,0.75
AAPL,2020-09-30,Year,274515000000,169559000000,104956000000,38668000000,66288000000,803000000,0,67091000000,9680000000,0,0,0,57411000000,0,57411000000,77344000000,11056000000,17528210000,3.28,3.28
AAPL,2020-12-31,Quarter,111439000000,67111000000,44328000000,10794000000,33534000000,45000000,0,33579000000,4824000000,0,0,0,28755000000,0,28755000000,,,17113690000,1.68,1.68
AAPL,2021-03-31,Quarter,89584000000,51505000000,38079000000,10576000000,27503000000,508000000,0,28011000000,4381000000,0,0,0,23630000000,0,23630000000,,,16929160000,1.40,1.40
AAPL,2021-06-30,Quarter,81434000000,46179000000,35255000000,11129000000,24126000000,243000000,0,24369000000,2625000000,0,0,0,21744000000,0,21744000000,,,16781730000,1.30,1.30
AAPL,2021-09-30,Quarter,83360000000,48186000000,35174000000,11388000000,23786000000,-538000000,0,23248000000,2697000000,0,0,0,20551000000,0,20551000000,,,16635100000,1.24,1.23
AAPL,2021-09-30,Year,365817000000,212981000000,152836000000,43887000000,108949000000,258000000,0,109207000000,14527000000,0,0,0,94680000000,0,94680000000,120233000000,11284000000,16864920000,5.61,5.61
AAPL,2021-12-31,Quarter,123945000000,69702000000,54243000000,12755000000,41488000000,-247000000,0,41241000000,6611000000,0,0,0,34630000000,0,34630000000,,,16519290000,2.10,2.10
AAPL,2022-03-31,Quarter,97278000000,54719000000,42559000000,12580000000,29979000000,160000000,0,30139000000,5129000000,0,0,0,25010000000,0,25010000000,,,16403320000,1.52,1.52
AAPL,2022-06-30,Quarter,82959000000,47074000000,35885000000,12809000000,23076000000,-10000000,0,23066000000,3624000000,0,0,0,19442000000,0,19442000000,,,16262200000,1.20,1.20
AAPL,2022-09-30,Quarter,90146000000,52051000000,38095000000,13201000000,24894000000,-237000000,0,24657000000,3936000000,0,0,0,20721000000,0,20721000000,,,16118460000,1.29,1.29
AAPL,2022-09-30,Year,394328000000,223546000000,170782000000,51345000000,119437000000,-334000000,0,119103000000,19300000000,0,0,0,99803000000,0,99803000000,130541000000,11104000000,16325820000,6.11,6.11
AAPL,2022-12-31,Quarter,117154000000,66822000000,50332000000,14316000000,36016000000,-393000000,0,35623000000,5625000000,0,0,0,29998000000,0,29998000000,,,15955720000,1.88,1.88
AAPL,2023-03-31,Quarter,94836000000,52860000000,41976000000,13658000000,28318000000,64000000,0,28382000000,4222000000,0,0,0,24160000000,0,24160000000,,,15847050000,1.52,1.52
AAPL,2023-06-30,Quarter,81797000000,45384000000,36413000000,13415000000,22998000000,-265000000,0,22733000000,2852000000,0,0,0,19881000000,0,19881000000,,,15775020000,1.26,1.26
AAPL,2023-09-30,Quarter,89498000000,49071000000,40427000000,13458000000,26969000000,29000000,0,26998000000,4042000000,0,0,0,22956000000,0,22956000000,,,15672400000,1.46,1.47
AAPL,2023-09-30,Year,383285000000,214137000000,169148000000,54847000000,114301000000,-565000000,0,113736000000,16741000000,0,0,0,96995000000,0,96995000000,125820000000,11519000000,15812550000,6.13,6.13
AAPL,2023-12-31,Quarter,119575000000,64720000000,54855000000,14482000000,40373000000,-50000000,0,40323000000,6407000000,0,0,0,33916000000,0,33916000000,,,15576640000,2.18,2.18
AAPL,2024-03-31,Quarter,90753000000,48482000000,42271000000,14371000000,27900000000,158000000,0,28058000000,4422000000,0,0,0,23636000000,0,23636000000,,,15464710000,1.53,1.53
AAPL,2024-06-30,Quarter,85777000000,46099000000,39678000000,14326000000,25352000000,142000000,0,25494000000,4046000000,0,0,0,21448000000,0,21448000000,,,15348170000,1.40,1.40
AAPL,2024-09-30,Quarter,94930000000,51051000000,43879000000,14288000000,29591000000,19000000,0,29610000000,14874000000,0,0,0,14736000000,0,14736000000,,,15242850000,1.64,0.97
AAPL,2024-09-30,Year,391035000000,210352000000,180683000000,57467000000,123216000000,269000000,0,123485000000,29749000000,0,0,0,93736000000,0,93736000000,134661000000,11445000000,15408090000,6.75,6.08
AAPL,2024-12-31,Quarter,124300000000,66025000000,58275000000,15443000000,42832000000,-248000000,0,42584000000,6254000000,0,0,0,36330000000,0,36330000000,,,15150870000,2.40,2.40
AAPL,2025-03-31,Quarter,95359000000,50492000000,44867000000,15278000000,29589000000,-279000000,0,29310000000,4530000000,0,0,0,24780000000,0,24780000000,,,15056130000,1.65,1.65
AAPL,2025-06-30,Quarter,94036000000,50318000000,43718000000,15516000000,28202000000,-171000000,0,28031000000,4597000000,0,0,0,23434000000,0,23434000000,,,14948180000,1.57,1.57
AARD,2024-12-31,Year,0,0,0,23000000,-23000000,2000000,0,-21000000,0,0,0,0,-21000000,0,-21000000,-23000000,0,4000000,-5.15,-5.15
AARD,2025-03-31,Quarter,0,0,0,10480000,-10480000,1160000,0,-9310000,0,0,0,0,-9310000,0,-9310000,,,13200000,-0.71,-0.71
AARD,2025-06-30,Quarter,0,0,0,15850000,-15850000,1480000,0,-14370000,0,0,0,0,-14370000,0,-14370000,,,21690000,-0.66,-0.66
AAT,2012-12-31,Year,235000000,64000000,171000000,99000000,72000000,-1000000,57000000,14000000,0,1000000,0,0,14000000,38000000,51000000,138000000,66000000,57050000,0.24,0.90
AAT,2013-12-31,Year,255000000,69000000,186000000,105000000,81000000,0,58000000,23000000,0,1000000,0,0,23000000,0,22000000,152000000,71000000,57520000,0.38,0.38
AAT,2014-12-31,Year,260000000,68000000,192000000,108000000,84000000,0,53000000,31000000,0,0,0,0,31000000,0,31000000,154000000,71000000,59950000,0.51,0.51
AAT,2015-12-31,Year,276000000,73000000,202000000,108000000,94000000,7000000,47000000,54000000,0,0,0,0,54000000,0,54000000,162000000,68000000,62340000,0.86,0.86
AAT,2016-09-30,Quarter,75980000,20590000,55390000,29900000,25490000,-580000,13050000,11860000,0,0,0,0,11860000,0,11860000,,,63270000,0.19,0.19
AAT,2016-12-31,Quarter,76560000,20920000,55640000,30530000,25110000,90000,12790000,12410000,0,0,0,0,12410000,0,12410000,,,63370000,0.19,0.19
AAT,2016-12-31,Year,295000000,80000000,216000000,118000000,98000000,0,52000000,46000000,0,0,0,0,46000000,0,46000000,174000000,76000000,63230000,0.72,0.72
AAT,2017-03-31,Quarter,73790000,19860000,53930000,30610000,23320000,310000,13330000,10310000,0,0,0,0,10310000,0,10310000,,,64060000,0.16,0.16
AAT,2017-06-30,Quarter,77110000,19840000,57270000,37220000,20050000,190000,12650000,7590000,0,0,0,0,7590000,0,7590000,,,64090000,0.12,0.12
AAT,2017-09-30,Quarter,82340000,21180000,61160000,34680000,26480000,-100000,13870000,12510000,0,0,0,0,12510000,0,12510000,,,64090000,0.19,0.19
AAT,2017-12-31,Quarter,81750000,23130000,58620000,34830000,23790000,-70000,13990000,9730000,0,0,0,0,9730000,0,9730000,,,64100000,0.15,0.15
AAT,2017-12-31,Year,315000000,84000000,231000000,137000000,94000000,0,54000000,40000000,0,0,0,0,40000000,0,40000000,180000000,86000000,64090000,0.62,0.62
AAT,2018-03-31,Quarter,80730000,20420000,60310000,47390000,12920000,210000,13820000,-690000,0,0,0,0,-690000,0,-690000,,,46940000,-0.01,-0.01
AAT,2018-06-30,Quarter,85020000,20880000,64140000,46890000,17250000,-150000,12690000,4410000,0,0,0,0,4410000,0,4410000,,,64130000,0.07,0.07
AAT,2018-09-30,Quarter,82510000,21380000,61120000,33850000,27270000,-130000,12880000,14270000,0,0,0,0,14270000,0,14270000,,,64140000,0.22,0.22
AAT,2018-12-31,Quarter,82610000,23800000,58810000,36720000,22090000,-20000,12860000,9210000,0,0,0,0,9210000,0,9210000,,,64150000,0.14,0.14
AAT,2018-12-31,Year,331000000,86000000,244000000,165000000,80000000,0,52000000,27000000,0,0,0,0,27000000,0,27000000,188000000,109000000,64140000,0.42,0.42
AAT,2019-03-31,Quarter,85320000,20800000,64520000,35700000,28820000,-230000,13350000,15240000,0,0,0,0,15240000,0,15240000,,,64180000,0.24,0.24
AAT,2019-06-30,Quarter,84110000,21830000,62290000,37800000,24490000,580000,13130000,11940000,0,0,0,0,11940000,0,11940000,,,66890000,0.18,0.18
AAT,2019-09-30,Quarter,98360000,23990000,74370000,43990000,30380000,-130000,13730000,16520000,0,0,0,0,16520000,0,16520000,,,75830000,0.22,0.22
AAT,2019-12-31,Quarter,98950000,25360000,73590000,43600000,29990000,290000,13800000,16490000,0,0,0,0,16490000,0,16490000,,,76050000,0.22,0.20
AAT,2019-12-31,Year,367000000,92000000,275000000,161000000,114000000,1000000,54000000,60000000,0,0,0,0,60000000,0,60000000,211000000,98000000,70790000,0.84,0.84
AAT,2020-03-31,Quarter,96740000,22570000,74180000,45330000,28850000,110000,13470000,15480000,0,0,0,0,15480000,0,15480000,,,76110000,0.20,0.20
AAT,2020-06-30,Quarter,82110000,16980000,65130000,42130000,23000000,160000,13330000,9830000,0,0,0,0,9830000,0,9830000,,,76120000,0.13,0.13
AAT,2020-09-30,Quarter,84370000,19210000,65170000,44840000,20330000,-530000,13300000,6490000,0,0,0,0,6490000,0,6490000,,,76120000,0.08,0.08
AAT,2020-12-31,Quarter,81350000,20420000,60930000,44510000,16420000,710000,13340000,3790000,0,0,0,0,3790000,0,3790000,,,76130000,0.05,0.05
AAT,2020-12-31,Year,345000000,79000000,265000000,177000000,89000000,0,53000000,36000000,0,0,0,0,36000000,0,36000000,198000000,110000000,76120000,0.46,0.46
AAT,2021-03-31,Quarter,83990000,18250000,65740000,45680000,20060000,-4320000,14010000,1730000,0,0,0,0,1730000,0,1730000,,,76170000,0.02,0.02
AAT,2021-06-30,Quarter,91810000,20200000,71610000,45190000,26420000,-70000,14860000,11490000,0,0,0,0,11490000,0,11490000,,,76170000,0.15,0.15
AAT,2021-09-30,Quarter,98290000,23470000,74820000,47150000,27670000,-50000,14720000,12900000,0,0,0,0,12900000,0,12900000,,,76170000,0.17,0.17
AAT,2021-12-31,Quarter,101750000,25060000,76680000,50970000,25710000,-240000,15000000,10480000,0,0,0,0,10480000,0,10480000,,,76180000,0.14,0.13
AAT,2021-12-31,Year,376000000,87000000,289000000,189000000,100000000,-5000000,59000000,37000000,0,0,0,0,37000000,0,37000000,219000000,119000000,76170000,0.47,0.47
AAT,2022-03-31,Quarter,101470000,24150000,77330000,48980000,28350000,-160000,14670000,13510000,0,0,0,0,13510000,0,13510000,,,76220000,0.18,0.18
AAT,2022-06-30,Quarter,104160000,25850000,78300000,49990000,28310000,-180000,14550000,13590000,0,0,0,0,13590000,0,13590000,,,76220000,0.18,0.18
AAT,2022-09-30,Quarter,111020000,28440000,82590000,51580000,31010000,-180000,14450000,16370000,0,0,0,0,16370000,0,16370000,,,76230000,0.21,0.21
AAT,2022-12-31,Quarter,106000000,29210000,76790000,49720000,27070000,-100000,14570000,12410000,0,0,0,0,12410000,0,12410000,,,76250000,0.16,0.15
AAT,2022-12-31,Year,423000000,108000000,315000000,200000000,115000000,-1000000,58000000,56000000,0,0,0,0,56000000,0,56000000,241000000,126000000,76230000,0.72,0.72
AAT,2023-03-31,Quarter,107750000,27510000,80250000,50530000,29720000,6680000,15730000,20670000,0,0,0,0,20670000,0,20670000,,,76330000,0.27,0.27
AAT,2023-06-30,Quarter,109720000,28710000,81010000,49520000,31490000,270000,16370000,15400000,0,0,0,0,15400000,0,15400000,,,76330000,0.20,0.20
AAT,2023-09-30,Quarter,111200000,29910000,81290000,50150000,31140000,320000,16330000,15140000,0,0,0,0,15140000,0,15140000,,,76330000,0.20,0.20
AAT,2023-12-31,Quarter,112490000,32670000,79820000,50420000,29400000,380000,16280000,13490000,0,0,0,0,13490000,0,13490000,,,76380000,0.17,0.17
AAT,2023-12-31,Year,441000000,119000000,322000000,201000000,122000000,8000000,65000000,65000000,0,0,0,0,65000000,0,65000000,245000000,123000000,76340000,0.84,0.84
AAT,2024-03-31,Quarter,110700000,29840000,80850000,50310000,30540000,10330000,16260000,24620000,0,0,0,0,24620000,0,24620000,,,76490000,0.32,0.32
AAT,2024-06-30,Quarter,110890000,29510000,81390000,50590000,30800000,790000,16290000,15290000,0,0,0,0,15290000,0,15290000,,,76490000,0.20,0.20
AAT,2024-09-30,Quarter,122810000,31360000,91450000,53640000,37810000,1740000,18230000,21320000,0,0,0,0,21320000,0,21320000,,,76500000,0.22,0.28
AAT,2024-12-31,Quarter,113460000,32800000,80660000,50610000,30050000,5290000,23750000,11580000,0,0,0,0,11580000,0,11580000,,,76570000,0.15,0.14
AAT,2024-12-31,Year,458000000,124000000,334000000,205000000,129000000,18000000,75000000,73000000,0,0,0,0,73000000,0,73000000,258000000,129000000,76520000,0.94,0.94
AAT,2025-03-31,Quarter,108610000,30300000,78310000,6330000,71980000,920000,18780000,54110000,0,0,0,0,54110000,0,54110000,,,76720000,0.70,0.70
AAT,2025-06-30,Quarter,107930000,29680000,78260000,52280000,25980000,930000,19780000,7120000,0,0,0,0,7120000,0,7120000,,,76720000,0.09,0.09
AATC,2017-12-31,Year,15000000,3000000,12000000,9000000,2000000,0,0,2000000,0,0,0,0,2000000,0,2000000,3000000,1000000,5140000,0.44,0.40
AATC,2018-12-31,Year,15000000,3000000,12000000,10000000,2000000,0,0,2000000,0,0,0,0,2000000,0,2000000,3000000,1000000,5220000,0.36,0.36
AATC,2019-12-31,Year,15000000,3000000,12000000,10000000,2000000,0,0,2000000,-5000000,0,0,0,7000000,0,7000000,3000000,1000000,5270000,0.34,1.33
AATC,2020-12-31,Quarter,2880000,670000,2210000,2340000,-130000,0,10000,-140000,-500000,0,0,0,370000,0,370000,,,5330000,0.07,0.07
AATC,2020-12-31,Year,13000000,3000000,10000000,10000000,1000000,0,0,1000000,0,0,0,0,1000000,0,1000000,2000000,1000000,5320000,0.20,0.20
AATC,2021-03-31,Quarter,2980000,710000,2270000,1870000,400000,930000,0,1340000,210000,0,0,0,1130000,0,1130000,,,5340000,0.21,0.21
AATC,2021-06-30,Quarter,3790000,830000,2960000,2060000,900000,0,0,900000,150000,0,0,0,750000,0,750000,,,5350000,0.14,0.14
AATC,2021-09-30,Quarter,3270000,590000,2690000,1970000,720000,0,0,710000,100000,0,0,0,610000,0,610000,,,5360000,0.11,0.11
AATC,2021-12-31,Quarter,3200000,890000,2310000,2060000,250000,0,0,250000,450000,0,0,0,-200000,0,-200000,,,5370000,-0.04,-0.03
AATC,2021-12-31,Year,13000000,3000000,10000000,8000000,2000000,1000000,0,3000000,1000000,0,0,0,2000000,0,2000000,3000000,1000000,5360000,0.43,0.43
AATC,2022-03-31,Quarter,2750000,620000,2140000,2120000,20000,20000,20000,20000,0,0,0,0,20000,0,20000,,,5380000,0.00,0.00
AATC,2022-06-30,Quarter,2820000,820000,2000000,1850000,150000,-20000,20000,110000,30000,0,0,0,70000,0,70000,,,5390000,0.01,0.01
AATC,2022-09-30,Quarter,3160000,560000,2600000,1800000,800000,20000,20000,800000,150000,0,0,0,640000,0,640000,,,5400000,0.12,0.12
AAU,2012-12-31,Year,0,0,0,6000000,-6000000,-5000000,0,-10000000,0,0,0,0,-10000000,0,-10000000,-6000000,0,60280000,-0.17,-0.17
AAU,2013-12-31,Year,0,0,0,4000000,-4000000,-2000000,0,-6000000,0,0,0,0,-6000000,0,-6000000,-4000000,0,63570000,-0.10,-0.10
AAU,2014-12-31,Year,0,0,0,6000000,-5000000,-7000000,0,-12000000,2000000,0,0,0,-14000000,0,-14000000,-5000000,0,66330000,-0.05,-0.21
AAU,2015-12-31,Year,0,0,0,3000000,-3000000,2000000,0,-1000000,0,0,0,0,-1000000,0,-1000000,-3000000,0,73250000,-0.03,-0.02
AAU,2016-09-30,Quarter,90000,0,90000,790000,-700000,10000,0,-700000,0,0,0,0,-700000,0,-700000,,,85500000,-0.01,-0.01
AAU,2016-12-31,Quarter,0,0,-250000,290000,-540000,10000,0,-510000,0,0,0,0,-510000,0,-510000,,,70520000,-0.04,-0.01
AAU,2016-12-31,Year,0,0,0,3000000,-3000000,0,0,-3000000,0,0,0,0,-3000000,0,-3000000,-3000000,0,82320000,-0.04,-0.04
AAU,2017-03-31,Quarter,0,0,0,1270000,-1270000,100000,0,-1180000,0,0,0,0,-1180000,0,-1180000,,,78000000,-0.02,-0.02
AAU,2017-06-30,Quarter,0,0,0,650000,-650000,30000,0,-610000,0,0,0,0,-610000,0,-610000,,,90930000,-0.01,-0.01
AAU,2017-09-30,Quarter,0,0,0,1220000,-1220000,50000,0,-1170000,0,0,0,0,-1170000,0,-1170000,,,100150000,-0.01,-0.01
AAU,2017-12-31,Quarter,0,0,0,1260000,-1260000,180000,0,-1080000,0,0,0,0,-1080000,0,-1080000,,,101010000,-0.01,-0.01
AAU,2017-12-31,Year,0,0,0,4000000,-4000000,0,0,-4000000,0,0,0,0,-4000000,0,-4000000,-4000000,0,95870000,-0.04,-0.04
AAU,2018-03-31,Quarter,0,0,0,920000,-920000,220000,0,-700000,0,0,0,0,-700000,0,-700000,,,102200000,-0.01,-0.01
AAU,2018-06-30,Quarter,0,0,0,1120000,-1120000,210000,0,-910000,0,0,0,0,-910000,0,-910000,,,104690000,-0.01,-0.01
AAU,2018-09-30,Quarter,0,0,0,650000,-650000,170000,0,-480000,0,0,0,0,-480000,0,-480000,,,111640000,-0.01,-0.01
AAU,2018-12-31,Quarter,0,0,0,950000,-950000,330000,0,-620000,0,0,0,0,-620000,0,-620000,,,107580000,-0.01,0.00
AAU,2018-12-31,Year,0,0,0,4000000,-4000000,1000000,0,-3000000,0,0,0,0,-3000000,0,-3000000,-4000000,0,107580000,-0.02,-0.02
AAU,2019-03-31,Quarter,0,0,0,890000,-890000,170000,0,-710000,0,0,0,0,-710000,0,-710000,,,111730000,-0.01,-0.01
AAU,2019-06-30,Quarter,0,0,0,700000,-700000,250000,0,-450000,0,0,0,0,-450000,0,-450000,,,111730000,0.00,0.00
AAU,2019-09-30,Quarter,0,0,0,1040000,-1040000,200000,0,-830000,0,0,0,0,-830000,0,-830000,,,111730000,-0.01,-0.01
AAU,2019-12-31,Quarter,0,0,0,180000,-180000,-670000,0,-840000,0,0,0,0,-840000,0,-840000,,,111730000,-0.01,-0.01
AAU,2019-12-31,Year,0,0,0,3000000,-3000000,0,0,-3000000,0,0,0,0,-3000000,0,-3000000,-3000000,0,111730000,-0.02,-0.02
AAU,2020-03-31,Quarter,0,0,0,760000,-760000,50000,0,-700000,0,0,0,0,-700000,0,-700000,,,112030000,-0.01,-0.01
AAU,2020-06-30,Quarter,0,0,0,1000000,-1000000,340000,0,-660000,0,0,0,0,-660000,0,-660000,,,117240000,-0.01,-0.01
AAU,2020-09-30,Quarter,0,0,0,490000,-490000,320000,0,-160000,0,0,0,0,-160000,0,-160000,,,119160000,0.00,0.00
AAU,2020-12-31,Quarter,0,0,0,50000,-50000,-770000,0,-810000,0,0,0,0,-810000,0,-810000,,,117260000,-0.01,-0.01
AAU,2020-12-31,Year,0,0,0,2000000,-2000000,0,0,-2000000,0,0,0,0,-2000000,0,-2000000,-2000000,0,117260000,-0.02,-0.02
AAU,2021-03-31,Quarter,0,0,0,1260000,-1260000,130000,0,-1130000,0,0,0,0,-1130000,0,-1130000,,,123520000,-0.01,-0.01
AAU,2021-06-30,Quarter,0,0,0,700000,-700000,300000,0,-390000,0,0,0,0,-390000,0,-390000,,,137220000,0.00,0.00
AAU,2021-09-30,Quarter,0,0,0,1310000,-1310000,310000,0,-1000000,0,0,0,0,-1000000,0,-1000000,,,132700000,-0.01,-0.01
AAU,2021-12-31,Quarter,0,0,0,1140000,-1140000,1780000,0,640000,250000,0,0,0,390000,0,390000,,,158570000,0.00,0.00
AAU,2021-12-31,Year,0,0,0,4000000,-4000000,3000000,0,-2000000,0,0,0,0,-2000000,0,-2000000,-4000000,0,133840000,-0.02,-0.02
AAU,2022-03-31,Quarter,0,0,0,990000,-990000,90000,0,-900000,0,0,0,0,-900000,0,-900000,,,137220000,-0.01,-0.01
AAU,2022-06-30,Quarter,0,0,0,1390000,-1390000,670000,0,-730000,0,0,0,0,-730000,0,-730000,,,137220000,-0.01,-0.01
AAU,2022-09-30,Quarter,0,0,0,620000,-620000,530000,0,-100000,0,0,0,0,-100000,0,-100000,,,137220000,0.00,0.00
AAU,2022-12-31,Quarter,0,0,0,1310000,-1310000,670000,0,-6360000,1030000,0,0,0,-7390000,0,-7390000,,,137220000,-0.02,-0.05
AAU,2022-12-31,Year,0,0,0,4000000,-4000000,-4000000,0,-8000000,1000000,0,0,0,-9000000,0,-9000000,-4000000,0,137220000,-0.04,-0.07
AAU,2023-03-31,Quarter,0,0,0,790000,-790000,370000,0,-410000,0,0,0,0,-410000,0,-410000,,,137220000,0.00,0.00
AAU,2023-06-30,Quarter,0,0,0,900000,-900000,320000,0,-580000,0,0,0,0,-580000,0,-580000,,,137220000,-0.01,-0.01
AAU,2023-09-30,Quarter,0,0,0,870000,-870000,310000,0,-570000,0,0,0,0,-570000,0,-570000,,,137220000,0.00,-0.01
AAUC,2024-12-31,Quarter,170850000,103620000,67220000,25710000,41510000,-4330000,7000000,30190000,38160000,2310000,0,0,-7970000,0,-10280000,,,269030000,0.03,-0.01
AAUC,2024-12-31,Year,730000000,510000000,220000000,81000000,139000000,-125000000,19000000,-5000000,114000000,-4000000,0,0,-120000000,0,-116000000,139000000,0,269030000,0.14,-0.43
AAUC,2025-03-31,Quarter,346410000,226750000,119660000,36500000,83160000,1130000,5310000,78980000,39040000,24810000,0,0,39940000,0,15120000,,,359630000,0.14,0.04
AAUC,2025-06-30,Quarter,251980000,186090000,65890000,45490000,20400000,-18620000,2760000,-990000,14540000,9890000,0,0,-15520000,0,-25410000,,,113920000,0.14,-0.22
AAV,2012-12-31,Year,269000000,0,269000000,250000000,19000000,-130000000,15000000,-126000000,-29000000,-8000000,0,0,-89000000,0,-89000000,152000000,132000000,167510000,-0.12,-0.52
AAV,2013-12-31,Year,249000000,64000000,184000000,135000000,49000000,-19000000,25000000,5000000,2000000,0,0,0,3000000,0,3000000,157000000,108000000,168380000,0.06,-0.02
AAV,2014-12-31,Year,186000000,14000000,172000000,96000000,77000000,32000000,13000000,95000000,28000000,0,0,0,68000000,0,68000000,154000000,77000000,170800000,0.24,0.07
AAV,2015-12-31,Year,99000000,14000000,85000000,77000000,8000000,24000000,9000000,23000000,6000000,0,0,0,17000000,0,17000000,76000000,68000000,171710000,0.09,0.09
AAV,2016-09-30,Quarter,33140000,4560000,28580000,26710000,1870000,8780000,1800000,8860000,2580000,0,0,0,6280000,0,6280000,,,204630000,0.03,0.03
AAV,2016-12-31,Quarter,45600000,7280000,38320000,22980000,15340000,-21170000,1660000,-7500000,-1720000,0,0,0,-5770000,0,-5770000,,,176900000,0.04,-0.03
AAV,2016-12-31,Year,119000000,21000000,98000000,96000000,2000000,-10000000,8000000,-15000000,-3000000,0,0,0,-12000000,0,-12000000,90000000,88000000,174820000,0.00,-0.07
AAV,2017-03-31,Quarter,49580000,9810000,39780000,25160000,14620000,31030000,1530000,44120000,12200000,0,0,0,31920000,0,31920000,,,188070000,0.06,0.17
AAV,2017-06-30,Quarter,47410000,9980000,37430000,24480000,12950000,7330000,1330000,18950000,5310000,0,0,0,13640000,0,13640000,,,189270000,0.06,0.07
AAWW,2012-12-31,Year,1646000000,507000000,1140000000,913000000,226000000,25000000,46000000,205000000,76000000,0,0,0,130000000,0,130000000,290000000,64000000,26550000,4.78,4.89
AAWW,2013-12-31,Year,1657000000,410000000,1247000000,1060000000,187000000,12000000,81000000,118000000,24000000,0,0,0,94000000,0,94000000,280000000,93000000,25630000,3.78,3.66
AAWW,2014-12-31,Year,1799000000,404000000,1395000000,1219000000,176000000,17000000,104000000,90000000,-13000000,-5000000,0,0,102000000,0,107000000,306000000,130000000,25130000,3.72,4.25
AAWW,2015-12-31,Year,1823000000,333000000,1489000000,1366000000,124000000,-45000000,96000000,-17000000,-25000000,0,0,0,7000000,0,7000000,266000000,143000000,25020000,5.01,0.29
AAWW,2016-09-30,Quarter,448020000,65410000,382610000,356610000,26000000,30000,20300000,5740000,13240000,0,0,0,-7500000,-450000,-7950000,,,24840000,1.09,-0.32
AAWW,2016-12-31,Quarter,529730000,85130000,444590000,343950000,100640000,-27140000,19850000,54450000,25710000,0,0,0,28740000,-320000,28420000,,,25550000,2.24,2.23
